;Married;Number of Dependents;Zip Code;Number of Referrals;Tenure in Months;Offer;Internet Type;Avg Monthly GB Download;Contract;Paperless Billing;Payment Method;Monthly Charge;Age_disc;Total Streaming;Premium Services;Refunds;Average Monthly Extra Data Charges;Churn Status
4410;Yes;0;959;1;51;None;DSL;14.0;One Year;Yes;Credit Card;69.75;50;2;4;0.0;0.0;Customer
4411;No;0;946;0;23;Offer D;None;0.0;Month-to-Month;Yes;Credit Card;19.5;35;0;0;0.0;0.0;Customer
4412;Yes;1;908;1;72;None;Fiber Optic;16.0;Two Year;No;Credit Card;117.5;60;3;6;1.0;0.0;Customer
4413;No;0;941;0;18;Offer D;Fiber Optic;22.0;Month-to-Month;Yes;Bank Withdrawal;75.4;45;0;2;0.0;0.0;Customer
4414;Yes;1;960;1;57;None;None;0.0;Two Year;No;Credit Card;20.75;60;0;0;0.0;0.0;Customer
4415;No;0;945;0;35;None;DSL;16.0;Month-to-Month;Yes;Bank Withdrawal;59.6;50;0;4;0.0;0.0;Customer
4416;Yes;0;928;1;72;None;Fiber Optic;27.0;Two Year;Yes;Credit Card;111.9;30;3;5;0.0;0.0;Customer
4417;Yes;1;954;0;12;Offer D;None;0.0;Month-to-Month;No;Bank Withdrawal;19.4;50;0;0;0.0;0.0;Customer
4418;Yes;0;951;1;70;Offer A;DSL;30.0;Two Year;No;Bank Withdrawal;59.5;20;3;4;1.0;0.0;Customer
4419;No;0;906;0;18;Offer D;None;0.0;One Year;No;Bank Withdrawal;20.15;40;0;0;0.0;0.0;Churned
4420;No;0;920;0;3;None;DSL;26.0;Month-to-Month;Yes;Mailed Check;40.15;20;1;2;0.0;0.0;Churned
4421;No;0;935;0;32;Offer C;Fiber Optic;73.0;Month-to-Month;Yes;Credit Card;108.15;20;3;5;0.0;0.0;Churned
4422;Yes;1;945;1;71;Offer A;None;0.0;Two Year;No;Credit Card;23.9;40;0;1;0.0;0.0;Customer
4423;No;1;950;0;8;None;None;0.0;Month-to-Month;No;Credit Card;20.35;60;0;0;0.0;0.0;Customer
4424;No;0;936;0;1;None;Fiber Optic;59.0;Month-to-Month;No;Bank Withdrawal;78.05;20;2;0;0.0;10.0;Churned
4425;Yes;0;900;1;21;Offer D;Fiber Optic;16.0;Month-to-Month;Yes;Bank Withdrawal;103.9;55;3;4;0.0;0.0;Churned
4426;No;0;900;0;1;Offer E;DSL;8.0;Month-to-Month;Yes;Bank Withdrawal;34.7;30;1;1;0.0;0.0;Churned
4427;No;0;907;0;45;Offer B;None;0.0;One Year;Yes;Bank Withdrawal;20.4;50;0;0;0.0;0.0;Churned
4428;Yes;0;956;1;72;None;DSL;41.0;Two Year;Yes;Bank Withdrawal;86.4;20;3;5;0.0;0.0;Customer
4429;No;0;921;0;4;None;Fiber Optic;13.0;Month-to-Month;Yes;Bank Withdrawal;74.35;50;0;2;0.0;0.0;Churned
4430;Yes;0;952;1;13;None;DSL;2.0;One Year;No;Bank Withdrawal;43.8;35;0;1;0.0;0.0;Customer
4431;No;0;956;0;70;None;Cable;7.0;Two Year;No;Credit Card;89.75;65;3;5;0.0;1.5714285714285714;Customer
4432;No;0;960;0;61;Offer B;DSL;8.0;One Year;No;Credit Card;43.7;60;0;5;0.0;0.0;Customer
4433;No;0;936;0;20;None;Fiber Optic;21.0;Month-to-Month;Yes;Bank Withdrawal;89.4;50;1;3;0.0;0.0;Customer
4434;No;0;922;0;51;Offer B;Fiber Optic;52.0;Month-to-Month;Yes;Bank Withdrawal;87.35;20;0;4;0.0;0.0;Customer
4435;Yes;0;955;1;1;None;Fiber Optic;4.0;Month-to-Month;Yes;Bank Withdrawal;70.0;40;0;1;0.0;0.0;Churned
4436;Yes;1;922;1;62;None;None;0.0;One Year;No;Bank Withdrawal;24.8;60;0;1;0.0;0.0;Customer
4437;No;0;936;0;1;None;Fiber Optic;19.0;Month-to-Month;Yes;Bank Withdrawal;77.15;30;0;1;0.0;10.0;Churned
4438;No;0;961;0;1;Offer E;Fiber Optic;28.0;Month-to-Month;Yes;Bank Withdrawal;81.7;30;0;3;0.0;0.0;Churned
4439;No;0;956;0;14;Offer D;Fiber Optic;11.0;Month-to-Month;Yes;Bank Withdrawal;74.95;65;0;2;1.0;0.0;Churned
4440;Yes;0;913;1;20;None;None;0.0;One Year;No;Credit Card;20.35;25;0;0;0.0;0.0;Customer
4441;Yes;1;952;1;71;None;None;0.0;Two Year;No;Bank Withdrawal;24.7;40;0;1;0.0;0.0;Customer
4442;Yes;0;957;1;15;Offer D;Fiber Optic;19.0;Two Year;Yes;Bank Withdrawal;94.65;65;3;2;0.0;0.0;Customer
4443;No;0;954;0;7;Offer E;None;0.0;Month-to-Month;Yes;Credit Card;18.95;40;0;0;0.0;0.0;Customer
4444;No;0;953;0;11;Offer D;Cable;17.0;Month-to-Month;Yes;Bank Withdrawal;64.9;40;3;1;0.0;0.0;Customer
4445;Yes;1;945;1;36;None;Cable;71.0;Two Year;No;Credit Card;40.65;20;0;4;0.0;0.0;Customer
4446;Yes;0;925;1;1;None;Fiber Optic;22.0;Month-to-Month;Yes;Bank Withdrawal;69.55;75;0;1;0.0;0.0;Churned
4447;Yes;0;956;1;46;None;Fiber Optic;48.0;Two Year;Yes;Credit Card;108.9;30;3;5;0.0;0.0;Customer
4448;Yes;0;961;1;70;None;DSL;18.0;Two Year;Yes;Credit Card;39.15;45;0;4;0.0;0.0;Customer
4449;No;0;952;0;1;Offer E;Cable;17.0;Month-to-Month;Yes;Mailed Check;50.45;40;0;2;0.0;0.0;Churned
4450;Yes;1;923;1;11;Offer D;None;0.0;Two Year;No;Credit Card;19.65;50;0;0;0.0;0.0;Customer
4451;Yes;1;961;1;13;None;None;0.0;One Year;No;Credit Card;20.0;55;0;0;0.0;0.0;Customer
4452;Yes;0;954;1;62;Offer B;Fiber Optic;18.0;One Year;Yes;Bank Withdrawal;104.85;70;3;4;0.0;0.0;Customer
4453;Yes;0;936;1;46;None;DSL;6.0;Two Year;Yes;Credit Card;64.2;60;1;3;0.0;0.0;Customer
4454;Yes;1;922;1;32;None;Fiber Optic;82.0;Month-to-Month;No;Bank Withdrawal;89.6;25;1;3;0.0;0.0;Customer
4455;No;0;951;0;2;None;Fiber Optic;2.0;Month-to-Month;No;Bank Withdrawal;94.95;60;3;2;0.0;0.0;Churned
4456;Yes;0;945;1;56;Offer B;None;0.0;Two Year;Yes;Credit Card;25.15;20;0;1;0.0;0.0;Churned
4457;No;0;941;0;18;None;DSL;5.0;One Year;Yes;Credit Card;82.0;35;3;4;0.0;0.0;Churned
4458;No;0;955;0;1;None;None;0.0;Month-to-Month;No;Mailed Check;19.7;40;0;0;0.0;0.0;Churned
4459;No;0;960;0;46;None;DSL;26.0;One Year;Yes;Credit Card;69.1;65;2;4;0.0;0.0;Customer
4460;No;0;941;0;34;Offer C;DSL;23.0;One Year;Yes;Bank Withdrawal;79.95;40;3;4;0.0;0.0;Customer
4461;Yes;0;937;1;7;None;Fiber Optic;11.0;Two Year;Yes;Bank Withdrawal;89.0;70;3;1;0.0;0.0;Customer
4462;No;0;936;0;18;Offer D;DSL;28.0;Month-to-Month;No;Credit Card;58.78333333333333;65;0;3;0.0;0.0;Customer
4463;No;0;952;0;6;None;Cable;8.0;Month-to-Month;No;Bank Withdrawal;59.45;60;1;2;0.0;0.0;Customer
4464;Yes;0;955;1;34;None;Fiber Optic;16.0;Month-to-Month;Yes;Bank Withdrawal;97.65;35;3;2;0.0;0.0;Churned
4465;No;1;919;0;44;Offer B;None;0.0;Two Year;No;Bank Withdrawal;19.55;50;0;0;0.0;0.0;Customer
4466;No;0;953;0;1;None;Fiber Optic;27.0;Month-to-Month;Yes;Bank Withdrawal;69.35;65;0;1;0.0;0.0;Churned
4467;No;0;919;0;33;None;Fiber Optic;85.0;Month-to-Month;Yes;Bank Withdrawal;90.65;25;2;3;0.0;0.0;Customer
4468;Yes;1;933;1;47;None;Fiber Optic;22.0;One Year;Yes;Bank Withdrawal;84.95;70;1;1;0.0;1.702127659574468;Customer
4469;Yes;0;921;0;1;None;Fiber Optic;28.0;Month-to-Month;Yes;Mailed Check;69.9;50;0;1;0.0;0.0;Churned
4470;No;0;907;0;12;Offer D;Fiber Optic;18.0;Month-to-Month;No;Bank Withdrawal;78.1;30;2;1;0.0;0.0;Churned
4471;Yes;0;921;1;36;Offer C;Fiber Optic;41.0;Month-to-Month;Yes;Bank Withdrawal;93.6;25;3;2;1.0;0.0;Customer
4472;No;0;920;0;49;Offer B;DSL;13.0;Two Year;Yes;Bank Withdrawal;74.45;60;3;3;0.0;0.0;Customer
4473;Yes;0;948;1;5;None;Fiber Optic;7.0;Month-to-Month;Yes;Bank Withdrawal;78.75;55;0;2;0.0;2.0;Churned
4474;No;1;922;0;43;None;Cable;30.0;Month-to-Month;Yes;Bank Withdrawal;63.95;25;2;3;0.0;0.0;Customer
4475;No;0;915;0;41;Offer B;Fiber Optic;15.0;Month-to-Month;Yes;Bank Withdrawal;104.4;80;2;4;0.0;0.0;Customer
4476;Yes;0;928;1;72;None;Fiber Optic;8.0;Two Year;Yes;Bank Withdrawal;99.15;50;2;5;0.0;0.0;Customer
4477;No;0;913;0;44;None;Cable;17.0;One Year;Yes;Bank Withdrawal;54.0;55;3;3;1.0;0.0;Customer
4478;Yes;0;920;1;29;Offer C;Fiber Optic;21.0;Month-to-Month;Yes;Bank Withdrawal;95.9;70;2;3;0.0;1.7241379310344827;Churned
4479;No;0;950;0;5;None;None;0.0;Month-to-Month;No;Credit Card;20.25;30;0;0;0.0;0.0;Customer
4480;Yes;0;925;1;70;Offer A;DSL;12.0;One Year;No;Bank Withdrawal;65.2;50;2;3;0.0;0.0;Customer
4481;No;0;960;0;15;Offer D;DSL;25.0;One Year;No;Credit Card;45.9;60;0;5;1.0;0.0;Customer
4482;Yes;0;913;1;72;Offer A;DSL;17.0;Two Year;No;Credit Card;45.25;45;0;5;0.0;0.0;Customer
4483;Yes;0;922;1;42;None;Fiber Optic;10.0;One Year;Yes;Bank Withdrawal;95.05;75;2;1;0.0;2.380952380952381;Customer
4484;No;0;908;0;22;None;Fiber Optic;41.0;Month-to-Month;Yes;Bank Withdrawal;84.15;25;1;1;0.0;2.727272727272727;Customer
4485;Yes;1;960;1;7;None;Cable;17.0;Month-to-Month;No;Credit Card;34.65;35;0;3;0.0;0.0;Customer
4486;Yes;0;932;1;37;None;DSL;28.0;One Year;No;Credit Card;79.25;45;3;4;0.0;0.0;Customer
4487;Yes;1;959;1;60;Offer B;Fiber Optic;76.0;One Year;No;Bank Withdrawal;94.15;35;1;4;0.0;0.0;Customer
4488;Yes;1;919;1;55;Offer B;Fiber Optic;56.0;Month-to-Month;Yes;Credit Card;90.4;40;1;3;0.0;0.0;Customer
4489;No;0;959;0;1;None;Fiber Optic;20.0;Month-to-Month;Yes;Bank Withdrawal;74.7;70;0;2;0.0;0.0;Churned
4490;Yes;0;934;1;70;Offer A;Fiber Optic;59.0;Two Year;No;Credit Card;101.0;25;2;5;0.0;0.0;Customer
4491;No;0;932;0;1;Offer E;Fiber Optic;47.0;Month-to-Month;Yes;Mailed Check;74.6;25;0;1;0.0;10.0;Churned
4492;No;0;961;0;27;None;Cable;25.0;Month-to-Month;No;Bank Withdrawal;59.45;55;0;4;0.0;0.0;Customer
4493;No;0;923;0;20;None;DSL;27.0;Month-to-Month;Yes;Credit Card;61.6;65;1;2;0.0;0.0;Churned
4494;No;0;907;0;42;None;Fiber Optic;14.0;Month-to-Month;No;Bank Withdrawal;79.9;55;0;3;1.0;0.0;Customer
4495;No;0;933;0;29;None;Fiber Optic;21.0;Month-to-Month;Yes;Bank Withdrawal;84.9;55;2;2;1.0;0.0;Customer
4496;No;0;945;0;67;Offer A;Cable;41.0;Two Year;No;Bank Withdrawal;65.55;30;2;2;0.0;0.5970149253731343;Customer
4497;No;0;956;0;25;None;Fiber Optic;3.0;Month-to-Month;Yes;Bank Withdrawal;100.25;60;3;3;0.0;0.0;Churned
4498;No;0;934;0;5;Offer E;DSL;7.0;Month-to-Month;Yes;Bank Withdrawal;51.35;40;0;2;0.0;0.0;Customer
4499;No;0;953;0;32;None;Fiber Optic;85.0;Month-to-Month;Yes;Credit Card;93.4;20;2;4;0.0;0.0;Customer
4500;Yes;0;902;1;68;Offer A;DSL;5.0;Two Year;Yes;Bank Withdrawal;91.7;45;3;6;0.0;0.0;Customer
4501;Yes;1;936;1;69;None;DSL;11.0;Two Year;No;Credit Card;39.1;50;0;4;0.0;0.0;Customer
4502;Yes;0;940;1;20;None;Fiber Optic;8.0;Month-to-Month;Yes;Bank Withdrawal;70.45;45;0;1;0.0;0.0;Churned
4503;No;0;900;0;34;Offer C;Cable;27.0;Month-to-Month;No;Credit Card;65.0;30;1;3;0.0;0.0;Customer
4504;Yes;0;932;0;54;Offer B;Fiber Optic;8.0;One Year;Yes;Credit Card;101.5;75;3;3;0.0;0.0;Churned
4505;No;0;932;0;57;None;Fiber Optic;10.0;Two Year;Yes;Credit Card;90.45;35;1;2;0.0;1.2280701754385965;Customer
4506;Yes;0;921;1;25;Offer C;Cable;82.0;Month-to-Month;Yes;Bank Withdrawal;34.0;20;1;1;0.0;0.0;Churned
4507;Yes;0;912;1;26;Offer C;DSL;19.0;One Year;Yes;Credit Card;90.1;45;3;6;1.0;0.0;Customer
4508;Yes;1;953;1;61;None;Fiber Optic;58.0;One Year;Yes;Bank Withdrawal;99.9;60;3;3;0.0;0.0;Customer
4509;No;0;900;0;27;None;Fiber Optic;5.0;Month-to-Month;Yes;Bank Withdrawal;81.45;80;0;3;0.0;0.0;Churned
4510;Yes;1;960;1;18;Offer D;None;0.0;Two Year;No;Credit Card;25.1;35;0;1;1.0;0.0;Customer
4511;Yes;0;921;1;42;None;Fiber Optic;23.0;One Year;No;Bank Withdrawal;97.1;60;3;2;1.0;3.5714285714285716;Customer
4512;Yes;0;936;1;34;None;DSL;26.0;Month-to-Month;Yes;Bank Withdrawal;60.85;60;0;4;0.0;0.0;Customer
4513;Yes;0;932;1;16;None;Fiber Optic;30.0;Month-to-Month;Yes;Bank Withdrawal;73.85;30;0;2;0.0;0.0;Churned
4514;No;0;950;0;25;None;DSL;9.0;One Year;No;Bank Withdrawal;61.05;30;3;4;0.0;0.0;Customer
4515;Yes;0;923;1;72;Offer A;DSL;11.0;Two Year;Yes;Credit Card;82.65;55;3;5;0.0;0.0;Customer
4516;Yes;1;960;1;15;Offer D;Cable;27.0;Month-to-Month;No;Bank Withdrawal;46.3;25;0;1;0.0;0.0;Customer
4517;No;0;941;0;53;None;Fiber Optic;4.0;One Year;Yes;Credit Card;106.95;45;3;4;0.0;0.0;Churned
4518;No;1;907;0;11;Offer D;None;0.0;Month-to-Month;No;Credit Card;20.1;60;0;0;0.0;0.0;Churned
4519;No;1;911;0;7;Offer E;Fiber Optic;18.0;Month-to-Month;No;Bank Withdrawal;76.45;75;0;1;1.0;0.0;Churned
4520;Yes;0;945;1;56;None;Fiber Optic;20.0;Month-to-Month;No;Bank Withdrawal;90.55;65;0;4;0.0;0.7142857142857143;Customer
4521;Yes;0;900;1;71;None;Cable;28.0;Month-to-Month;Yes;Bank Withdrawal;52.3;75;3;2;0.0;0.5633802816901409;Customer
4522;No;0;934;0;4;None;None;0.0;One Year;No;Credit Card;19.95;45;0;0;0.0;0.0;Customer
4523;No;0;930;0;16;None;DSL;30.0;Month-to-Month;Yes;Credit Card;65.2;50;2;3;0.0;0.0;Churned
4524;Yes;1;960;1;57;None;DSL;58.0;One Year;No;Credit Card;59.6;35;0;3;0.0;1.2280701754385965;Customer
4525;Yes;1;917;1;72;None;None;0.0;One Year;Yes;Bank Withdrawal;23.3;25;0;1;0.0;0.0;Customer
4526;No;0;928;0;9;Offer E;Fiber Optic;52.0;Month-to-Month;Yes;Bank Withdrawal;70.5;30;0;1;0.0;0.0;Customer
4527;Yes;1;925;1;58;Offer B;Fiber Optic;69.0;One Year;Yes;Credit Card;94.7;30;1;4;0.0;0.0;Customer
4528;No;0;960;0;11;Offer D;DSL;27.0;Month-to-Month;Yes;Bank Withdrawal;62.59090909090909;25;0;4;1.0;0.0;Customer
4529;No;0;950;0;8;None;Fiber Optic;28.0;Month-to-Month;Yes;Bank Withdrawal;87.1;80;1;2;0.0;0.0;Customer
4530;No;0;960;0;24;None;DSL;73.0;Month-to-Month;Yes;Credit Card;49.7;25;0;2;0.0;0.0;Customer
4531;No;0;945;0;3;Offer E;None;0.0;Month-to-Month;Yes;Credit Card;19.6;40;0;0;0.0;0.0;Churned
4532;Yes;0;960;1;48;None;Fiber Optic;5.0;Month-to-Month;No;Bank Withdrawal;117.45;75;2;6;0.0;0.0;Churned
4533;No;0;958;0;5;None;DSL;69.0;Month-to-Month;No;Bank Withdrawal;54.2;20;0;3;0.0;0.0;Churned
4534;Yes;0;928;1;1;Offer E;Fiber Optic;30.0;Month-to-Month;No;Bank Withdrawal;78.8;55;1;1;0.0;0.0;Churned
4535;No;0;959;0;14;Offer D;None;0.0;Month-to-Month;No;Credit Card;19.6;65;0;0;0.0;0.0;Customer
4536;No;0;950;0;21;None;None;0.0;One Year;Yes;Credit Card;20.35;30;0;0;0.0;0.0;Customer
4537;No;0;921;0;9;Offer E;Fiber Optic;21.0;Month-to-Month;Yes;Bank Withdrawal;84.45;75;1;2;0.0;0.0;Churned
4538;No;0;952;0;4;None;None;0.0;Month-to-Month;No;Credit Card;19.4;25;0;0;0.0;0.0;Customer
4539;Yes;0;902;1;49;None;None;0.0;Two Year;Yes;Bank Withdrawal;20.15;30;0;0;0.0;0.0;Customer
4540;Yes;1;953;1;8;Offer E;None;0.0;Two Year;No;Credit Card;20.15;30;0;0;0.0;0.0;Customer
4541;Yes;0;922;1;7;None;DSL;4.0;Month-to-Month;No;Bank Withdrawal;48.607142857142854;60;0;2;0.0;0.0;Churned
4542;Yes;0;921;1;32;Offer C;Fiber Optic;10.0;Month-to-Month;Yes;Bank Withdrawal;74.9;75;0;2;0.0;0.0;Churned
4543;Yes;1;936;1;46;None;None;0.0;Two Year;Yes;Credit Card;20.2;55;0;0;0.0;0.0;Customer
4544;No;0;913;0;44;Offer B;Fiber Optic;28.0;Month-to-Month;No;Credit Card;68.85;40;0;1;0.0;0.0;Customer
4545;No;0;906;0;41;None;Fiber Optic;23.0;Month-to-Month;Yes;Bank Withdrawal;113.2;65;3;5;0.0;0.0;Churned
4546;Yes;1;906;1;37;Offer C;Fiber Optic;14.0;Month-to-Month;Yes;Bank Withdrawal;76.5;80;0;2;0.0;0.0;Churned
4547;No;0;926;0;59;None;Cable;18.0;Month-to-Month;Yes;Bank Withdrawal;64.65;60;1;3;0.0;0.0;Customer
4548;Yes;0;913;1;70;None;Fiber Optic;24.0;One Year;Yes;Bank Withdrawal;105.55;70;2;4;0.0;0.0;Customer
4549;Yes;1;945;1;7;None;Cable;30.0;Month-to-Month;Yes;Bank Withdrawal;34.5;60;0;3;0.0;0.0;Churned
4550;Yes;0;916;1;1;Offer E;None;0.0;Month-to-Month;Yes;Bank Withdrawal;21.0;30;0;0;0.0;0.0;Churned
4551;No;0;956;0;32;Offer C;Fiber Optic;9.0;Month-to-Month;Yes;Bank Withdrawal;74.4;70;0;2;1.0;0.0;Churned
4552;Yes;1;900;1;66;None;Cable;25.0;Two Year;Yes;Credit Card;56.75;35;3;3;0.0;0.0;Customer
4553;Yes;1;907;1;28;Offer C;Fiber Optic;69.0;One Year;Yes;Bank Withdrawal;82.85;30;2;2;0.0;0.0;Customer
4554;Yes;0;923;1;48;None;Cable;58.0;Month-to-Month;Yes;Bank Withdrawal;45.3;30;2;2;0.0;2.9166666666666665;Churned
4555;Yes;0;920;1;50;Offer B;Fiber Optic;2.0;Month-to-Month;No;Bank Withdrawal;108.75;70;3;5;0.0;0.0;Customer
4556;Yes;0;913;1;72;None;None;0.0;Two Year;No;Credit Card;25.85;35;0;1;1.0;0.0;Customer
4557;Yes;0;900;0;27;Offer C;Fiber Optic;16.0;Two Year;Yes;Bank Withdrawal;70.55;70;0;1;1.0;0.0;Customer
4558;No;0;947;0;37;None;Fiber Optic;25.0;Month-to-Month;Yes;Credit Card;70.35;60;0;1;0.0;0.0;Customer
4559;Yes;1;961;1;51;Offer B;None;0.0;Two Year;No;Credit Card;19.55;40;0;0;0.0;0.0;Customer
4560;Yes;1;923;1;63;Offer B;DSL;16.0;Two Year;No;Bank Withdrawal;39.35;45;0;4;0.0;0.0;Customer
4561;Yes;0;917;1;2;None;Fiber Optic;21.0;Month-to-Month;No;Bank Withdrawal;70.4;45;0;1;0.0;0.0;Churned
4562;No;0;946;0;69;None;DSL;22.0;Two Year;No;Credit Card;90.65;40;3;6;0.0;0.0;Customer
4563;No;0;940;0;55;Offer B;DSL;17.0;Month-to-Month;Yes;Credit Card;50.55;40;0;2;0.0;0.0;Customer
4564;Yes;0;922;1;27;None;DSL;21.0;One Year;Yes;Bank Withdrawal;84.8;75;2;5;0.0;0.0;Customer
4565;No;0;934;0;63;None;Fiber Optic;17.0;Two Year;No;Credit Card;111.90079365079364;35;3;5;0.0;0.0;Customer
4566;No;0;958;0;37;None;Fiber Optic;42.0;Month-to-Month;No;Bank Withdrawal;98.8;25;3;3;0.0;0.0;Churned
4567;No;0;902;0;12;Offer D;Cable;25.0;Month-to-Month;Yes;Bank Withdrawal;96.05;40;3;2;0.0;0.0;Churned
4568;No;0;936;0;62;Offer B;Fiber Optic;9.0;One Year;Yes;Bank Withdrawal;96.75;60;3;3;0.0;0.0;Churned
4569;No;0;950;0;63;None;Fiber Optic;16.0;Month-to-Month;No;Credit Card;108.25;45;3;5;0.0;0.0;Customer
4570;No;0;955;0;28;None;Fiber Optic;26.0;Month-to-Month;Yes;Credit Card;94.5;50;2;4;0.0;0.0;Churned
4571;Yes;0;954;0;54;None;Fiber Optic;13.0;Month-to-Month;Yes;Credit Card;99.05;65;2;2;0.0;0.7407407407407407;Customer
4572;Yes;0;923;1;24;Offer C;Cable;3.0;Month-to-Month;No;Mailed Check;53.6;55;0;2;0.0;5.0;Customer
4573;Yes;0;960;1;63;Offer B;Fiber Optic;51.0;One Year;Yes;Bank Withdrawal;96.0;20;3;1;0.0;0.47619047619047616;Customer
4574;Yes;0;900;1;26;None;Cable;28.0;One Year;No;Bank Withdrawal;47.85;35;1;3;0.0;3.076923076923077;Customer
4575;No;0;959;0;17;None;Fiber Optic;7.0;Month-to-Month;Yes;Bank Withdrawal;76.65;60;0;2;0.0;0.0;Churned
4576;No;0;923;0;34;None;None;0.0;Two Year;No;Bank Withdrawal;26.1;55;0;1;0.0;0.0;Customer
4577;Yes;0;953;1;66;None;DSL;21.0;Two Year;No;Bank Withdrawal;85.25;60;3;5;0.0;0.0;Customer
4578;Yes;0;921;1;69;Offer A;Fiber Optic;26.0;Month-to-Month;Yes;Credit Card;99.45;30;3;3;0.0;0.0;Churned
4579;No;1;900;0;2;None;Fiber Optic;19.0;Month-to-Month;Yes;Bank Withdrawal;80.65;30;1;0;0.0;10.0;Churned
4580;Yes;1;956;1;65;None;Cable;14.0;Two Year;Yes;Credit Card;90.45;45;3;6;0.0;0.0;Customer
4581;Yes;1;960;1;68;None;DSL;16.0;Two Year;Yes;Credit Card;85.0;60;3;4;0.0;1.911764705882353;Customer
4582;No;0;957;0;72;Offer A;None;0.0;Two Year;Yes;Credit Card;20.8;30;0;0;0.0;0.0;Customer
4583;No;0;940;0;2;Offer E;Fiber Optic;10.0;Month-to-Month;No;Bank Withdrawal;70.0;30;0;1;0.0;0.0;Churned
4584;No;0;947;0;29;None;None;0.0;One Year;No;Mailed Check;20.35;30;0;0;0.0;0.0;Customer
4585;No;0;957;0;31;Offer C;Fiber Optic;10.0;Two Year;Yes;Bank Withdrawal;96.6;70;1;4;0.0;0.0;Customer
4586;No;0;903;0;14;None;Fiber Optic;10.0;Month-to-Month;Yes;Bank Withdrawal;74.3;75;0;2;0.0;0.0;Churned
4587;Yes;0;917;1;17;None;Fiber Optic;20.0;Month-to-Month;Yes;Bank Withdrawal;94.98235294117647;75;2;2;0.0;0.0;Customer
4588;Yes;0;906;1;71;Offer A;Fiber Optic;7.0;Month-to-Month;Yes;Bank Withdrawal;93.25;40;2;3;0.0;1.267605633802817;Customer
4589;No;0;919;0;13;Offer D;DSL;59.0;One Year;No;Credit Card;55.15;20;1;3;0.0;0.0;Customer
4590;No;0;937;0;35;None;Cable;26.0;Two Year;Yes;Bank Withdrawal;39.85;75;1;2;0.0;0.0;Customer
4591;Yes;0;953;1;31;None;Cable;15.0;One Year;Yes;Bank Withdrawal;64.0;55;2;3;0.0;0.0;Customer
4592;No;0;953;0;46;Offer B;DSL;2.0;Two Year;No;Mailed Check;79.2;55;3;4;0.0;0.0;Customer
4593;Yes;0;908;1;72;Offer A;Cable;48.0;Two Year;No;Credit Card;64.45;25;0;5;0.0;0.0;Customer
4594;Yes;1;945;1;35;None;DSL;82.0;Month-to-Month;No;Bank Withdrawal;72.25;30;1;5;0.0;0.0;Churned
4595;No;0;921;0;10;None;DSL;17.0;Month-to-Month;Yes;Credit Card;44.85;35;0;1;0.0;0.0;Churned
4596;No;0;922;0;48;None;Fiber Optic;12.0;Month-to-Month;Yes;Bank Withdrawal;103.04270833333334;35;3;4;0.0;0.0;Customer
4597;No;0;920;0;57;None;Cable;48.0;Two Year;No;Mailed Check;69.75;20;2;4;0.0;0.0;Customer
4598;Yes;1;920;1;10;Offer D;DSL;22.0;Month-to-Month;Yes;Bank Withdrawal;65.5;60;2;3;0.0;0.0;Customer
4599;Yes;0;945;1;29;Offer C;None;0.0;Two Year;Yes;Credit Card;19.55;45;0;0;0.0;0.0;Customer
4600;No;0;961;0;5;Offer E;Cable;26.0;Month-to-Month;Yes;Credit Card;50.95;45;3;2;0.0;0.0;Customer
4601;Yes;0;923;1;4;None;Fiber Optic;13.0;Month-to-Month;Yes;Bank Withdrawal;80.35;60;1;1;0.0;0.0;Churned
4602;Yes;0;900;1;27;Offer C;DSL;21.0;Month-to-Month;No;Bank Withdrawal;83.85;75;3;5;0.0;0.0;Customer
4603;No;0;932;0;2;Offer E;DSL;76.0;Month-to-Month;Yes;Bank Withdrawal;34.7;20;2;1;0.0;0.0;Churned
4604;No;0;951;0;37;None;DSL;69.0;Two Year;Yes;Credit Card;40.55;25;1;3;0.0;1.3513513513513513;Customer
4605;Yes;1;902;1;46;None;None;0.0;Two Year;No;Credit Card;19.4;60;0;0;0.0;0.0;Customer
4606;Yes;1;954;1;16;None;None;0.0;Month-to-Month;No;Bank Withdrawal;19.75;40;0;0;0.0;0.0;Customer
4607;No;0;959;0;1;None;DSL;26.0;Month-to-Month;Yes;Mailed Check;25.8;75;0;0;0.0;20.0;Churned
4608;Yes;0;956;1;56;None;Cable;29.0;Month-to-Month;Yes;Bank Withdrawal;100.65;70;2;2;0.0;2.3214285714285716;Churned
4609;Yes;1;954;1;62;None;Fiber Optic;21.0;Two Year;No;Bank Withdrawal;115.55;55;3;6;0.0;0.0;Customer
4610;Yes;0;913;1;57;Offer B;Cable;22.0;Month-to-Month;Yes;Bank Withdrawal;58.75;45;3;4;0.0;0.0;Customer
4611;Yes;0;960;1;72;None;DSL;19.0;Two Year;Yes;Bank Withdrawal;84.9;35;3;5;0.0;0.0;Customer
4612;Yes;1;956;1;50;Offer B;DSL;76.0;One Year;Yes;Bank Withdrawal;80.05;50;2;6;0.0;0.0;Customer
4613;Yes;0;923;1;61;Offer B;None;0.0;Two Year;No;Mailed Check;24.4;20;0;1;0.0;0.0;Customer
4614;No;0;921;0;23;None;Fiber Optic;76.0;Month-to-Month;No;Bank Withdrawal;83.2;25;0;4;1.0;0.0;Customer
4615;No;0;900;0;4;None;DSL;3.0;Month-to-Month;Yes;Bank Withdrawal;74.4;40;3;3;0.0;0.0;Churned
